from,to ,position,year_start,year_end,year_total,current,management,relation,region,,,,,,,,,,,,,,,,,
389,542,Leader Working Group Cabin & Cargo,2011,2019,8,1,1,3,Berlin,,,,,,,,,,,,,,,,,
389,9,Senior Manager,2006,2007,1,1,2,1,NA,,,,,,,,,,,,,,,,,
389,9,Vice President,2007,2008,1,1,2,1,NA,,,,,,,,,,,,,,,,,
389,9,Vice President Management,2008,2011,3,1,2,1,NA,,,,,,,,,,,,,,,,,
389,9,Senior Vice President  Engineering,2011,2017,6,1,2,1,NA,,,,,,,,,,,,,,,,,
389,9,Senior Vice President Procurement,2017,2022,5,1,2,1,NA,,,,,,,,,,,,,,,,,
389,6,Chief Executive Officer,2022,2025,3,2,2,1,NA,,,,,,,,,,,,,,,,,
389,28,Luft- und Raumfahrttechnik,1994,1997,4,1,1,2,Stuttgart,,,,,,,,,,,,,,,,,
389,28,Luft- und Raumfahrttechnik,1988,1994,6,1,1,2,Stuttgart,,,,,,,,,,,,,,,,,
389,544,MBA,2001,2003,2,1,1,2,Elmshorn,,,,,,,,,,,,,,,,,
434,522,Gesamtproduktionsleitung,1991,1992,1,1,1,1,München,,,,,,,,,,,,,,,,,
434,522,Leitung der Produktionsentwicklung,1992,1993,1,1,1,1,München,,,,,,,,,,,,,,,,,
434,169,NA,1993,1997,4,1,1,1,München,,,,,,,,,,,,,,,,,
434,524,Senior Consultant und Bereichsleiterin,1997,2003,6,1,1,1,NA,,,,,,,,,,,,,,,,,
525,9,Aufsichtsratsmitglied,NA,NA,NA,1,1,1,NA,,,,,,,,,,,,,,,,,
526,91,Vorstandsverwaltung,2012,2025,13,2,2,1,NA,,,,,,,,,,,,,,,,,
434,44,Forschungsbereichsleiterin,1997,2003,3,1,1,1,München,,,,,,,,,,,,,,,,,
526,2,Aufsichtsratsmitglied,2020,2025,5,2,1,1,Taufkirchen,,,,,,,,,,,,,,,,,
434,527,Privatdozentin,2003,2004,1,1,1,1,Kassel,,,,,,,,,,,,,,,,,
434,44,Privatdozentin,2003,2004,1,1,1,1,München,,,,,,,,,,,,,,,,,
434,527,Lehrstuhl,2004,2012,8,1,1,1,Kassel,,,,,,,,,,,,,,,,,
526,169,"Politikwissenschaft, Kommunikationswissenschaft, Soziologie",NA,NA,NA,1,1,2,München,,,,,,,,,,,,,,,,,
434,500,Institutsleiterin,2007,2025,18,1,1,1,Karlsruhe,,,,,,,,,,,,,,,,,
434,528,Lehrstuhl,2013,2025,12,1,1,1,Karlsruhe,,,,,,,,,,,,,,,,,
434,4,Aufsichtsrat ,2013,2025,12,1,1,1,München,,,,,,,,,,,,,,,,,
435,243,NA,NA,1991,NA,1,1,2,Jena,,,,,,,,,,,,,,,,,
435,529,Trainee,1991,NA,NA,1,1,1,Frankfurt am Main,,,,,,,,,,,,,,,,,
435,529,Aktienanalystin,1993,NA,NA,1,1,1,Frankfurt am Main,,,,,,,,,,,,,,,,,
435,529,OTC-Derivate,1995,NA,NA,1,1,1,Frankfurt am Main,,,,,,,,,,,,,,,,,
435,531,Teamleiterin Risikomanagement und Finanzplanung,1995,NA,NA,1,1,1,Bonn,,,,,,,,,,,,,,,,,
530,8,Aufsichtsratsmitglied,2023,2025,2,2,2,1,Rom-ITA,,,,,,,,,,,,,,,,,
530,533,"Economics, Politikwissenschaften",NA,NA,NA,1,1,2,Mailand,,,,,,,,,,,,,,,,,
435,532,Abteilungsleiterin Finanzmanagement,2000,NA,NA,1,1,1,Düsseldorf,,,,,,,,,,,,,,,,,
435,532,Geschäftsführerin Metro Finance,2000,NA,NA,1,1,1,Venlo-NL,,,,,,,,,,,,,,,,,
435,534,Leiterin des Zentralbereiches Finanzen,2006,NA,NA,1,1,1,Essen,,,,,,,,,,,,,,,,,
435,535,Leiterin des Zentralbereiches Finanzen,2007,NA,NA,1,1,1,Essen,,,,,,,,,,,,,,,,,
435,535,Finanzvorständin,2013,2023,10,1,1,1,Essen,,,,,,,,,,,,,,,,,
435,4,Aufsichtsrat,2023,2027,4,1,1,1,München,,,,,,,,,,,,,,,,,
394,452,Vorstand ,2023,2025,2,2,2,1,Duisburg,,,,,,,,,,,,,,,,,
394,536,Ausbildung,1984,1987,3,1,1,2,Mannheim,,,,,,,,,,,,,,,,,
394,537,NA,1998,2000,2,1,1,2,Toronto-CA,,,,,,,,,,,,,,,,,
394,538,NA,1998,2000,2,1,1,2,Erftstadt,,,,,,,,,,,,,,,,,
394,539,NA,1998,2000,2,1,1,2,Linz,,,,,,,,,,,,,,,,,
394,540,NA,1998,2000,2,1,1,2,Shanghai-CN,,,,,,,,,,,,,,,,,
394,381,Top Management Program,2002,2003,1,1,2,1,München,,,,,,,,,,,,,,,,,
394,543,Controller für Produktion,1987,1991,4,1,1,1,Babenhausen,,,,,,,,,,,,,,,,,
394,543,Chief Financial Officer VDO Instrumentos,1991,1995,4,1,2,1,Rubi-ESP,,,,,,,,,,,,,,,,,
394,543,Chief Financial Officer Instruments,1995,2001,6,1,2,1,Babenhausen,,,,,,,,,,,,,,,,,
394,381,Chief Financial Officer Interior & Infotainment,2001,2003,2,1,2,1,Babenhausen,,,,,,,,,,,,,,,,,
394,381,Chief Financial Officer Low Voltage Controls & Distribution,2004,2007,3,1,2,1,Nürnberg,,,,,,,,,,,,,,,,,
394,381,Chief Financial Officer Industry Automation Division,2008,2013,5,1,2,1,Nürnberg,,,,,,,,,,,,,,,,,
394,381,Chief Financial Officer Industry Sector,2013,2014,1,1,2,1,Erlangen,,,,,,,,,,,,,,,,,
394,381,Chief Financial Officer Digital Factory,2014,2017,3,1,2,1,Nürnberg,,,,,,,,,,,,,,,,,
394,381,Chief Financial Officer,2017,2018,1,1,2,1,Zamudio-ESP,,,,,,,,,,,,,,,,,
394,381,Präsident und CEO,2018,2022,4,1,2,1,Tres Cantos-ESP,,,,,,,,,,,,,,,,,
394,545,Chief Executive Officer ,2022,2023,1,1,2,1,Maintal,,,,,,,,,,,,,,,,,
395,171,NA,NA,NA,NA,1,1,2,Bochum,,,,,,,,,,,,,,,,,
395,171,Promotion,NA,NA,NA,1,1,2,Bochum,,,,,,,,,,,,,,,,,
395,171,Wissenschaftlicher Mitarbeiter,1997,2003,6,1,1,1,Bochum,,,,,,,,,,,,,,,,,
395,452,Mergers & Acquisitions,2003,2008,5,1,1,1,Duisburg,,,,,,,,,,,,,,,,,
395,452,Chief Financial Officer,2008,2009,1,1,2,1,Duisburg,,,,,,,,,,,,,,,,,
395,452,Leiter Mergers & Acquisitions,2009,2020,11,1,2,1,Duisburg,,,,,,,,,,,,,,,,,
395,452,Chief Executive Officer ,2020,NA,NA,NA,2,1,Duisburg,,,,,,,,,,,,,,,,,
395,452,Vorstand,2024,NA,NA,2,2,1,Duisburg,,,,,,,,,,,,,,,,,
395,452,Chief Executive Officer Automotive Technology,2024,NA,NA,2,2,1,Duisburg,,,,,,,,,,,,,,,,,
396,546,NA,NA,NA,NA,1,1,2,Gent-BEL,,,,,,,,,,,,,,,,,
396,547,NA,NA,NA,NA,1,1,2,Leuven-BEL,,,,,,,,,,,,,,,,,
390,551,"Diplom, Managerial Economics ",1995,2000,5,1,1,2,NA,,,,,,,,,,,,,,,,,
390,56,Praktikum,1991,1994,3,1,1,2,Stuttgart,,,,,,,,,,,,,,,,,
390,72,Corporate Planning,2000,2002,2,1,2,1,"Luedenscheid, NA",,,,,,,,,,,,,,,,,
390,72,Manager Internatiol Purchasing,2002,2005,3,1,2,1,"Luedenscheid, NA",,,,,,,,,,,,,,,,,
390,72,Chief Executive Officer and President,2005,2010,5,1,2,1,Sao Paulo-BR,,,,,,,,,,,,,,,,,
390,72,Vice President Global Sales,2010,2017,7,1,2,1,"Luedenscheid, NA",,,,,,,,,,,,,,,,,
390,72,President and Chief Executive Officer,2018,2020,2,1,2,1,"Luedenscheid, NA",,,,,,,,,,,,,,,,,
390,6,Chief Executive Officer,2020,2025,5,2,2,1,NA,,,,,,,,,,,,,,,,,
396,452,Vertriebsleitung,1999,2002,3,1,1,1,Duisburg,,,,,,,,,,,,,,,,,
396,452,Chief Executive Officer Christon,2002,2012,10,1,2,1,Duisburg,,,,,,,,,,,,,,,,,
396,452,Chief Executive Officer Unit Materials ,2012,2016,4,1,2,1,Duisburg,,,,,,,,,,,,,,,,,
396,452,Chief Executive Officer Operating Unit Materials Germany,2016,NA,NA,NA,2,1,Duisburg,,,,,,,,,,,,,,,,,
396,452,Chief Executive Officer Western Europe/Asia Pacific,2018,NA,NA,NA,2,1,Duisburg,,,,,,,,,,,,,,,,,
396,452,Chief Transformation Officer,2019,2023,4,1,2,1,Duisburg,,,,,,,,,,,,,,,,,
396,452,Vorstand,2024,2025,1,2,2,1,Duisburg,,,,,,,,,,,,,,,,,
396,452,Chief Executive Officer ,2024,2025,1,2,2,1,Duisburg,,,,,,,,,,,,,,,,,
426,186,NA,NA,NA,NA,1,1,2,Köln,,,,,,,,,,,,,,,,,
426,548,Promotion,NA,NA,NA,1,1,2,Oestrich-Winkel,,,,,,,,,,,,,,,,,
426,489,Senior Associate / Engagement Manager,1997,2001,4,1,1,1,NA,,,,,,,,,,,,,,,,,
426,549,Senior Associate,2001,2002,1,1,1,1,NA,,,,,,,,,,,,,,,,,
426,381,Project Manager Corporate Finance,2002,2005,3,1,1,1,NA,,,,,,,,,,,,,,,,,
426,381,"Head of Planning, Accounting & Controlling",2005,2007,2,1,1,1,NA,,,,,,,,,,,,,,,,,
426,381,"Head of Planning & Controlling, Services",2007,2008,1,1,1,1,NA,,,,,,,,,,,,,,,,,
426,381,Chief Financial Officer,2008,2010,2,1,2,1,NA,,,,,,,,,,,,,,,,,
426,81,Chief Financial Officer Deutschland,2010,2011,1,1,2,1,NA,,,,,,,,,,,,,,,,,
426,81,Chief Financial Officer Zentraleuropa,2011,2013,2,1,2,1,NA,,,,,,,,,,,,,,,,,
426,81,Group Executive Vice President Finance & Controlling,2013,2016,3,1,2,1,NA,,,,,,,,,,,,,,,,,
426,401,Chief Financial Officer,2016,2024,8,1,2,1,NA,,,,,,,,,,,,,,,,,
426,452,Vorstand,2024,2025,1,2,2,1,Duisburg,,,,,,,,,,,,,,,,,
427,550,Wissenschaftlicher Mitarbeiter ,1988,1989,1,1,1,1,Erlangen,,,,,,,,,,,,,,,,,
427,550,Wissenschaftlicher Assistent,1989,1992,3,1,1,1,Erlangen,,,,,,,,,,,,,,,,,
427,381,Bereich Medizinische Technik,1992,1999,7,1,1,1,Erlangen,,,,,,,,,,,,,,,,,
427,381,Leiter Electromedical Systems Schweden und USA,1999,2003,4,1,1,1,Solna,,,,,,,,,,,,,,,,,
427,381,Leiter Bereich Automation and Drives,2003,2006,3,1,1,1,Erlangen,,,,,,,,,,,,,,,,,
427,381,Mitglied des Bereichsvorstands Medical Solutions,2006,2008,2,1,2,1,Erlangen,,,,,,,,,,,,,,,,,
427,381,Vorstand,2008,2009,1,1,2,1,NA,,,,,,,,,,,,,,,,,
427,550,Bestellung zum Honorarprofessor für Mechatronik,2009,NA,NA,1,1,1,Erlangen,,,,,,,,,,,,,,,,,
427,101,Aufsichtsrat,2019,2025,6,2,1,1,NA,,,,,,,,,,,,,,,,,
427,452,Aufsichtsrat,2019,2025,6,2,1,1,Duisburg,,,,,,,,,,,,,,,,,
392,42,Diplom Staatswissenschaftler,1989,1993,4,1,1,2,NA,,,,,,,,,,,,,,,,,
392,6,"Generalbevollmächtigter, Vorstand",NA,2025,NA,2,2,1,NA,,,,,,,,,,,,,,,,,
393,6,"Generalbevollmächtigter, Vorstand",NA,2025,NA,2,2,1,NA,,,,,,,,,,,,,,,,,
552,95,Verwaltungsrat,2024,2025,1,2,2,1,Amsterdam-NL,,,,,,,,,,,,,,,,,
552,7,Chief Executive Officer,2015,2020,5,1,2,1,Paris-FR,,,,,,,,,,,,,,,,,
552,7,Chief Executive Officer Idemia,2013,2014,1,1,2,1,Paris-FR,,,,,,,,,,,,,,,,,
552,7,Chief Executive Officer Sagem,2011,2013,2,1,2,1,Paris-FR,,,,,,,,,,,,,,,,,
552,7,Chief Executive Officer Snecma,2006,2011,4,1,2,1,Paris-FR,,,,,,,,,,,,,,,,,
552,7,Chief Executive Officer Labinal,2004,2006,2,1,2,1,Toulouse-FR,,,,,,,,,,,,,,,,,
552,7,Executive Vice President,2001,2004,3,1,2,1,Paris-FR,,,,,,,,,,,,,,,,,
552,7,Managing Director,1999,2001,2,1,2,1,Toulouse-FR,,,,,,,,,,,,,,,,,
9,438,Unternehmenszugehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
272,274,CFO der Defence & Civil Systems Division,1995,2000,5,1,2,1,NA,,,,,,,,,,,,,,,,,
553,95,Verwaltungsrat,2024,2025,1,2,2,1,Amsterdam-NL,,,,,,,,,,,,,,,,,
554,381,Controller,1988,1993,4,1,1,1,München,,,,,,,,,,,,,,,,,
554,381,Procurement Specialist,1993,1994,2,1,1,1,Austin-USA,,,,,,,,,,,,,,,,,
554,381,Manager After Sales / Controlling,1995,2000,5,1,1,1,Bocholt,,,,,,,,,,,,,,,,,
554,381,General Manager Business Administration Sales,2000,2002,2,1,1,1,Hong Kong-CN,,,,,,,,,,,,,,,,,
554,381,"Betriebsleitung, Associate Vice President",2002,2005,3,1,1,1,Bocholt,,,,,,,,,,,,,,,,,
554,572,Associate Vice President and Chief Financial Officer,2005,2006,1,1,1,1,München,,,,,,,,,,,,,,,,,
554,573,Vice President Finance and Administration,2007,2009,3,1,1,1,Auburn Hills-USA,,,,,,,,,,,,,,,,,
554,381,"Executive Vice President and CFO, Managing Director",2010,2012,2,1,1,1,Brande-DNK,,,,,,,,,,,,,,,,,
554,574,Aufsichtsrat,2011,2012,1,1,2,1,NA,,,,,,,,,,,,,,,,,
554,575,Vice President and Chief Finance Officer,2012,2016,4,1,2,1,Augsburg,,,,,,,,,,,,,,,,,
554,584,"Executive Vice President and CFO, Managing Director",2016,2019,3,1,2,1,Regensburg,,,,,,,,,,,,,,,,,
554,583,Vorstand und Chief Financial Officer,2019,2022,3,1,2,1,Nürnberg,,,,,,,,,,,,,,,,,
554,585,Aufsichtsrat,2019,2022,2,1,2,1,Regensburg,,,,,,,,,,,,,,,,,
554,581,Women in Foreign Trade Network,2015,2025,10,2,2,1,NA,,,,,,,,,,,,,,,,,
554,2,Aufsichtsrat,2017,2025,8,2,2,1,NA,,,,,,,,,,,,,,,,,
554,586,Aufsichtsrat,2019,2025,5,2,2,1,Luxemburg-LUX,,,,,,,,,,,,,,,,,
554,587,Vice Vorstandsvorsitzende,2021,2025,3,2,2,1,NA,,,,,,,,,,,,,,,,,
554,588,"Vorstand, Finanzen",2022,2025,3,2,2,1,NA,,,,,,,,,,,,,,,,,
554,381,Stammhauslehre,1986,1988,2,1,1,2,NA,,,,,,,,,,,,,,,,,
560,95,Vorstand,2014,2025,11,2,2,1,Amsterdam-LN,,,,,,,,,,,,,,,,,
563,571,NA,1982,1986,4,1,1,2,Breda-NL,,,,,,,,,,,,,,,,,
563,582,Command and General Staff College (HMV),1997,1998,1,1,1,2,NA,,,,,,,,,,,,,,,,,
561,576,Advanced Professional Studies,2002,2002,1,1,1,2,NA,,,,,,,,,,,,,,,,,
561,118,"German Language, Literature and Art ",2008,2010,2,1,1,2,NA,,,,,,,,,,,,,,,,,
561,577,Student,1986,1993,8,1,1,2,NA,,,,,,,,,,,,,,,,,
561,578,Rechtsanwalt,1995,1998,3,1,1,1,NA,,,,,,,,,,,,,,,,,
561,579,Supervisory Board Member,2002,2011,9,1,2,1,NA,,,,,,,,,,,,,,,,,
561,580,Partner,1998,2020,22,1,1,1,NA,,,,,,,,,,,,,,,,,
561,95,Mitglied des Aufsichtsrats,2021,2025,4,2,2,1,NA,,,,,,,,,,,,,,,,,
557,95,Chief Financial Officer,2021,2025,3,2,2,1,Amsterdam-NL,,,,,,,,,,,,,,,,,
557,590,Chief Executive Officer Canada LP,2018,2021,3,1,2,1,Canada,,,,,,,,,,,,,,,,,
557,438,Chief Financial Officer,2008,2018,10,1,2,1,Amerika,,,,,,,,,,,,,,,,,
557,591,MBA,1992,1993,1,1,1,2,Paris-FR,,,,,,,,,,,,,,,,,
557,592,Ingenieur,1984,1987,3,1,1,2,NA,,,,,,,,,,,,,,,,,
563,589,Science of Public Administration,1997,1998,1,1,1,2,Leiden-NL,,,,,,,,,,,,,,,,,
562,221,Maschinenbaustudium,1977,1990,14,1,1,2,NA,,,,,,,,,,,,,,,,,
562,95,Geschäftsführung,2015,2025,10,2,2,1,NA,,,,,,,,,,,,,,,,,
563,593,NA,1999,2000,1,1,1,1,Paris-FR,,,,,,,,,,,,,,,,,
563,594,Master ,2000,2001,1,1,1,1,Paris-FR,,,,,,,,,,,,,,,,,
564,592,Ingénierie mécanique,1990,1994,4,1,1,2,NA,,,,,,,,,,,,,,,,,
564,601,Ingénieur,1994,2020,26,1,1,1,NA,,,,,,,,,,,,,,,,,
564,95,Directeur de l'Ingénierie et de l'Innovatio,2024,2025,1,2,2,1,NA,,,,,,,,,,,,,,,,,
559,95,Aufsichtsratmitglied,2023,2025,2,2,2,1,NA,,,,,,,,,,,,,,,,,
559,329,Leiter Stab Strategische Steuerung Rüstung,2020,2022,2,1,1,1,Berlin,,,,,,,,,,,,,,,,,
559,329,Beauftragter Strategische Steuerung Rüstung,2018,2021,3,1,1,1,Berlin,,,,,,,,,,,,,,,,,
559,329,Referatsleiter,2009,2021,12,1,1,1,Berlin,,,,,,,,,,,,,,,,,
559,595,Student,1984,1987,3,1,1,2,Bayreuth,,,,,,,,,,,,,,,,,
563,1,Director Strategy,2008,2012,4,1,1,1,NA,,,,,,,,,,,,,,,,,
563,1,Vizepräsident für Business,2012,2016,4,1,1,1,NA,,,,,,,,,,,,,,,,,
563,1,Vizepräsident für Transformation,2016,2019,3,1,1,1,NA,,,,,,,,,,,,,,,,,
563,95,Vizepräsident Cooperate Developement,2019,2021,2,1,1,1,NA,,,,,,,,,,,,,,,,,
565,602,Civil engineering,1979,1980,1,1,1,2,NA,,,,,,,,,,,,,,,,,
563,95,Chief Cooperate Developement,2021,2025,4,2,2,1,Amsterdam-NL,,,,,,,,,,,,,,,,,
563,95,SVP und Chief Corporate Development & Integration Officer,2021,2025,4,2,2,1,NA,,,,,,,,,,,,,,,,,
424,95,Vorstand,2024,2025,1,2,2,1,Amsterdam-NL,,,,,,,,,,,,,,,,,
424,438,Chief Executive Officer,2012,2025,12,2,2,1,NA,,,,,,,,,,,,,,,,,
424,438,Senior Vice President,2008,2025,17,2,2,1,NA,,,,,,,,,,,,,,,,,
424,596,"Vice President, ATV Program Manager",2004,2008,4,1,1,1,Bremen,,,,,,,,,,,,,,,,,
424,596,Director Ground Infrastructure,2002,2004,2,1,1,1,NA,,,,,,,,,,,,,,,,,
424,596,Head of Institutional Marketing,2001,2002,1,1,1,1,Velizy-FR,,,,,,,,,,,,,,,,,
424,596,Director Satellites,1999,2001,2,1,1,1,Paris-FR,,,,,,,,,,,,,,,,,
424,597,Conseiller technique,1995,1997,2,1,1,1,NA,,,,,,,,,,,,,,,,,
424,598,Executive Program,2009,2010,1,1,1,2,NA,,,,,,,,,,,,,,,,,
424,599,NA,1990,1992,2,1,1,2,NA,,,,,,,,,,,,,,,,,
424,600,Relations internationales,1990,1992,2,1,1,2,NA,,,,,,,,,,,,,,,,,
424,46,NA,1987,1990,3,1,1,2,NA,,,,,,,,,,,,,,,,,
565,603,Civil engineering,1979,1983,5,1,1,2,NA,,,,,,,,,,,,,,,,,
565,604,project manager,1986,1996,10,1,1,1,NA,,,,,,,,,,,,,,,,,
565,605,Sales director,1998,2001,4,1,1,1,NA,,,,,,,,,,,,,,,,,
565,606,Export manager,2000,2014,10,1,1,1,NA,,,,,,,,,,,,,,,,,
565,607,Sales manager temporary,2014,2014,1,1,1,1,NA,,,,,,,,,,,,,,,,,
565,608,Export manager / operation manager,2015,2025,10,2,1,1,NA,,,,,,,,,,,,,,,,,
565,95,Senior Vice President of Sales & Marketing,2012,2025,13,2,2,1,NA,,,,,,,,,,,,,,,,,
596,438,Unternehmenszusammengehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
613,438,Unternehmenszusammengehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
590,438,Unternehmenszusammengehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
598,357,Universitätszusammengehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
599,589,Universitätszusammengehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
421,42,Electrical Engineering,1988,1992,4,1,1,2,München,,,,,,,,,,,,,,,,,
421,95,Projekt Manager/ Executive Manager,1997,2008,11,1,1,1,NA,,,,,,,,,,,,,,,,,
421,95,Senior Vice President,2009,2021,12,1,2,1,NA,,,,,,,,,,,,,,,,,
421,95,Vorstand Digitalisierung,2021,2025,4,2,2,1,Amsterdam,,,,,,,,,,,,,,,,,
555,46,NA,1980,1983,3,1,1,2,NA,,,,,,,,,,,,,,,,,
555,609,NA,NA,NA,NA,1,1,2,NA,,,,,,,,,,,,,,,,,
555,610,Auditor,1986,1990,4,1,2,1,Ville de Paris-FR,,,,,,,,,,,,,,,,,
555,611,Vice President Strategic Analysis,1990,1991,1,1,1,1,Ville de Paris-FR,,,,,,,,,,,,,,,,,
555,612,Vice President Industrial & Secretary General,1992,1994,3,1,2,1,Toulouse-FR,,,,,,,,,,,,,,,,,
555,611,Vice President ATR Operations,1994,1998,4,1,1,1,Toulouse-FR,,,,,,,,,,,,,,,,,
555,612,Chief Executive Officer,1998,2001,3,1,2,1,Toulouse-FR,,,,,,,,,,,,,,,,,
555,613,Executive Vice President Commercial Helicopters,2001,2002,1,1,2,1,Marignane-FR,,,,,,,,,,,,,,,,,
555,438,Chief Executive Officer,2002,2007,5,1,2,1,Toulouse-FR,,,,,,,,,,,,,,,,,
555,204,Chief Executive Officer,2007,2019,12,1,2,1,Paris-FR,,,,,,,,,,,,,,,,,
555,438,Executive Vice President Strategy & Public Affairs,2019,2023,4,1,1,1,Toulouse-FR,,,,,,,,,,,,,,,,,
555,438,Special Advisor to the Chief Executive Officer,2024,2024,1,1,1,1,Toulouse-FR,,,,,,,,,,,,,,,,,
555,610,Vorstandsmitglied,2024,2025,1,2,2,1,Paris-FR,,,,,,,,,,,,,,,,,
555,95,Verwaltungsrat,2021,2025,4,2,2,1,Amsterdam-NL,,,,,,,,,,,,,,,,,
493,95,Vorstand,2019,2025,6,2,2,1,Amsterdam-NL,,,,,,,,,,,,,,,,,
493,614,Vorstandsvorsitzender,2024,2025,1,2,2,1,Darmstadt,,,,,,,,,,,,,,,,,
493,614,Vorstand,2009,2024,15,1,2,1,Darmstadt,,,,,,,,,,,,,,,,,
493,615,Vorsitz Gesellschaftsrat,2019,2025,6,2,2,1,Fürstenfeldbruck,,,,,,,,,,,,,,,,,
493,616,Vorsitz Aufsichtsrat,2019,2025,6,2,2,1,Eberbach,,,,,,,,,,,,,,,,,
493,75,Chief Executive Officer and Chairman,2017,2025,8,2,2,1,Stuttgart,,,,,,,,,,,,,,,,,
493,614,Vorsitz Aufsichtsrat,2014,2024,10,1,1,1,Darmstadt,,,,,,,,,,,,,,,,,
493,614,Aufsichtsratmitglied,2009,2014,5,1,1,1,Darmstadt,,,,,,,,,,,,,,,,,
493,617,Aufsichtsratmitglied,2014,2023,9,1,1,1,Helsinki-FIN,,,,,,,,,,,,,,,,,
493,617,President and Chief Executive Officer,2012,2014,2,1,1,1,Helsinki-FIN,,,,,,,,,,,,,,,,,
493,617,Aufsichtsratmitglied,2009,2012,3,1,1,1,Helsinki-FIN,,,,,,,,,,,,,,,,,
493,618,Vorstandsvorsitzender,2016,2019,3,1,1,1,Berlin,,,,,,,,,,,,,,,,,
493,44,Hochschulratmitglied TUH,2015,2019,4,1,1,1,München,,,,,,,,,,,,,,,,,
493,570,Chief Executive Officer,2014,2017,3,1,2,1,München,,,,,,,,,,,,,,,,,
493,619,Vorstandsvorsitzender und Chief Executive Officer,2008,2012,4,1,2,1,Budapest-HUN,,,,,,,,,,,,,,,,,
493,161,President of the Fine Chemical Divisions,2005,2007,2,1,1,1,NA,,,,,,,,,,,,,,,,,
493,161,Managerial and Senior Executives Positions,1987,2005,18,1,1,1,NA,,,,,,,,,,,,,,,,,
493,68,Inorganic Chemistry,1987,1987,1,1,1,2,Ulm,,,,,,,,,,,,,,,,,
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493
404,95,"Vorstand, Ammunition",2021,2025,4,2,2,1,Amsterdam-NL,,,,,,,,,,,,,,,,,
404,620,Chief Executive Officer Nexter,2019,2025,6,2,2,1,Ville de Paris-FR,,,,,,,,,,,,,,,,,
404,622,Directeur Général,2014,2018,5,1,1,1,Paris-FR,,,,,,,,,,,,,,,,,
404,620,Directeur Général délégué et directeur commercial,2009,2013,4,1,2,1,NA,,,,,,,,,,,,,,,,,
404,620,Directeur de la production,2006,2009,3,1,2,1,Roanne et Bourges-FR,,,,,,,,,,,,,,,,,
404,620,Services Clients,2004,2006,2,1,2,1,Saint Chamond-FR,,,,,,,,,,,,,,,,,
404,621,Directeur de contrat export,2000,2004,4,1,1,1,ARE,,,,,,,,,,,,,,,,,
620,95,Unternehmenszusammengehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
621,95,Unternehmenszusammengehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
621,620,Unternehmenszusammengehörigkeit,,,,,,,NA,,,,,,,,,,,,,,,,,
556,95,Vorstandsmitglied,,,,,,,NA,,,,,,,,,,,,,,,,,
558,95,Vorstandsmitglied,NA,NA,NA,2,2,1,NA,,,,,,,,,,,,,,,,,
,570,,,,,,,,NA,,,,,,,,,,,,,,,,,
558,623,Maschinenbau,2003,2005,2,1,1,2,Montluçon-FR,,,,,,,,,,,,,,,,,
558,528,Maschinenbau,2007,2009,2,1,1,2,Karlsruhe,,,,,,,,,,,,,,,,,
558,624,Maschinenbau und Industrialisierung,2005,2009,4,1,1,2,Paris-FR,,,,,,,,,,,,,,,,,
558,7,Verfahrenstechniker,2007,2007,1,1,1,1,Montluçon-FR,,,,,,,,,,,,,,,,,
558,625,Diplomand,2008,2009,1,1,1,2,Karlsruhe,,,,,,,,,,,,,,,,,
558,7,Produktionsmanager,2010,2011,1,1,1,1,Dijon-FR,,,,,,,,,,,,,,,,,
558,626,Patentprüfer,2012,2025,13,2,1,1,La Haye-NL,,,,,,,,,,,,,,,,,
45,528,Universitätszusammenhang,,,,,,,Karlsruhe,,,,,,,,,,,,,,,,,
1,60,Unternehmenszusammengehörigkeit,,,,,,,IND,,,,,,,,,,,,,,,,,
121,179,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
442,121,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
442,179,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
475,60,Ehemals,,,,,,,,,,,,,,,,,,,,,,,,
475,61,Ehemals,,,,,,,,,,,,,,,,,,,,,,,,
199,60,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
199,1,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
199,61,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
199,475,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
475,1,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
61,1,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
449,452,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
449,454,Unternehmenszusammengehörigkeit,,,,,,,,,,,,,,,,,,,,,,,,
